bidder,frn,item,state,county,census_id,t+l_weight,assigned_support,locations,county_name
"Peoples Telecom, LLC",1792829,KY-025-9202001,KY,Breathitt,210259202001,0,55789.2,206,"Breathitt, KY"
"Peoples Telecom, LLC",1792829,KY-025-9202002,KY,Breathitt,210259202002,0,4030.2,3,"Breathitt, KY"
"Peoples Telecom, LLC",1792829,KY-125-9702001,KY,Laurel,211259702001,0,5182.8,24,"Laurel, KY"
"Peoples Telecom, LLC",1792829,KY-125-9702003,KY,Laurel,211259702003,0,2633.4,22,"Laurel, KY"
"Peoples Telecom, LLC",1792829,KY-125-9702004,KY,Laurel,211259702004,0,2136.6,12,"Laurel, KY"
"Peoples Telecom, LLC",1792829,KY-129-9501002,KY,Lee,211299501002,0,71401.2,365,"Lee, KY"
"Peoples Telecom, LLC",1792829,KY-129-9501003,KY,Lee,211299501003,0,4495.8,79,"Lee, KY"
"Peoples Telecom, LLC",1792829,KY-129-9501004,KY,Lee,211299501004,0,12402.0,100,"Lee, KY"
"Peoples Telecom, LLC",1792829,KY-129-9503001,KY,Lee,211299503001,0,112710.0,505,"Lee, KY"
"Peoples Telecom, LLC",1792829,KY-129-9503002,KY,Lee,211299503002,0,62312.4,222,"Lee, KY"
Cincinnati Bell Inc.,3018033,KY-015-0703011,KY,Boone,210150703011,0,98.4,2,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0704011,KY,Boone,210150704011,0,2454.0,7,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0704012,KY,Boone,210150704012,0,436.8,6,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0704024,KY,Boone,210150704024,0,3622.2,15,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0705023,KY,Boone,210150705023,0,2732.4,5,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0706013,KY,Boone,210150706013,0,3673.8,12,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0706042,KY,Boone,210150706042,0,7450.8,50,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-015-0706061,KY,Boone,210150706061,0,3108.0,8,"Boone, KY"
Cincinnati Bell Inc.,3018033,KY-037-0519011,KY,Campbell,210370519011,0,957.6,5,"Campbell, KY"
Cincinnati Bell Inc.,3018033,KY-037-0520012,KY,Campbell,210370520012,0,4191.6,26,"Campbell, KY"
Cincinnati Bell Inc.,3018033,KY-037-0520013,KY,Campbell,210370520013,0,19710.6,79,"Campbell, KY"
Cincinnati Bell Inc.,3018033,KY-037-0520021,KY,Campbell,210370520021,0,4127.4,17,"Campbell, KY"
Cincinnati Bell Inc.,3018033,KY-081-9201001,KY,Grant,210819201001,0,1416.6,10,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9201002,KY,Grant,210819201002,0,8967.6,35,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9201003,KY,Grant,210819201003,0,3184.2,19,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9202001,KY,Grant,210819202001,0,2286.6,11,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9203001,KY,Grant,210819203001,0,21880.2,81,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9203005,KY,Grant,210819203005,0,1882.8,15,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-081-9204001,KY,Grant,210819204001,0,6228.6,29,"Grant, KY"
Cincinnati Bell Inc.,3018033,KY-117-0636053,KY,Kenton,211170636053,0,5689.2,37,"Kenton, KY"
Cincinnati Bell Inc.,3018033,KY-117-0637012,KY,Kenton,211170637012,0,5334.6,19,"Kenton, KY"
Cincinnati Bell Inc.,3018033,KY-191-9302001,KY,Pendleton,211919302001,0,15844.8,64,"Pendleton, KY"
Cellular Services LLC.,7737950,KY-071-9201001,KY,Floyd,210719201001,0,2278.8,6,"Floyd, KY"
Cellular Services LLC.,7737950,KY-071-9202001,KY,Floyd,210719202001,0,32142.6,32,"Floyd, KY"
Cellular Services LLC.,7737950,KY-071-9210001,KY,Floyd,210719210001,0,807.0,3,"Floyd, KY"
Cellular Services LLC.,7737950,KY-071-9210003,KY,Floyd,210719210003,0,2026.2,12,"Floyd, KY"
Cellular Services LLC.,7737950,KY-071-9210004,KY,Floyd,210719210004,0,867.6,13,"Floyd, KY"
Cellular Services LLC.,7737950,KY-115-9605002,KY,Johnson,211159605002,0,1579.8,5,"Johnson, KY"
Cellular Services LLC.,7737950,KY-115-9606001,KY,Johnson,211159606001,0,13847.4,23,"Johnson, KY"
"Citynet West Virginia, LLC",9725672,WV-017-9650004,WV,Doddridge,540179650004,0,214814.4,286,"Doddridge, WV"
"Citynet West Virginia, LLC",9725672,WV-017-9651001,WV,Doddridge,540179651001,0,80907.6,176,"Doddridge, WV"
"Citynet West Virginia, LLC",9725672,WV-017-9651002,WV,Doddridge,540179651002,0,24459.6,68,"Doddridge, WV"
"Citynet West Virginia, LLC",9725672,WV-017-9651003,WV,Doddridge,540179651003,0,1087.8,12,"Doddridge, WV"
"Citynet West Virginia, LLC",9725672,WV-017-9651004,WV,Doddridge,540179651004,0,46465.2,209,"Doddridge, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0305003,WV,Harrison,540330305003,0,1380.0,4,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0305004,WV,Harrison,540330305004,0,281.4,5,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0306012,WV,Harrison,540330306012,0,3847.8,15,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0307001,WV,Harrison,540330307001,0,3839.4,12,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0307002,WV,Harrison,540330307002,0,2508.6,11,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0308001,WV,Harrison,540330308001,0,10598.4,22,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0313001,WV,Harrison,540330313001,0,198.6,1,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0313002,WV,Harrison,540330313002,0,2515.2,6,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0314001,WV,Harrison,540330314001,0,18440.4,17,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0320001,WV,Harrison,540330320001,0,4050.6,14,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-033-0321012,WV,Harrison,540330321012,0,1464.6,8,"Harrison, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0207001,WV,Marion,540490207001,0,90.6,3,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0207004,WV,Marion,540490207004,0,60.0,1,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0210004,WV,Marion,540490210004,0,564.6,2,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0210005,WV,Marion,540490210005,0,4413.6,7,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0212002,WV,Marion,540490212002,0,6777.0,13,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0212004,WV,Marion,540490212004,0,118.2,1,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0216003,WV,Marion,540490216003,0,2654.4,12,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-049-0216004,WV,Marion,540490216004,0,2653.2,9,"Marion, WV"
"Citynet West Virginia, LLC",9725672,WV-051-0205001,WV,Marshall,540510205001,0,1117.2,14,"Marshall, WV"
"Citynet West Virginia, LLC",9725672,WV-051-0206011,WV,Marshall,540510206011,0,576.6,1,"Marshall, WV"
"Citynet West Virginia, LLC",9725672,WV-051-0210006,WV,Marshall,540510210006,0,87.6,2,"Marshall, WV"
"Citynet West Virginia, LLC",9725672,WV-051-0210007,WV,Marshall,540510210007,0,7761.6,20,"Marshall, WV"
"Citynet West Virginia, LLC",9725672,WV-051-0211005,WV,Marshall,540510211005,0,661.8,2,"Marshall, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0102011,WV,Monongalia,540610102011,0,94.8,11,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0102012,WV,Monongalia,540610102012,0,25.8,1,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0104004,WV,Monongalia,540610104004,0,374.4,2,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0113003,WV,Monongalia,540610113003,0,1582.2,4,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0113006,WV,Monongalia,540610113006,0,7588.2,52,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-061-0114006,WV,Monongalia,540610114006,0,1747.8,4,"Monongalia, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9646003,WV,Taylor,540919646003,0,4111.2,16,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9647001,WV,Taylor,540919647001,0,1.2,1,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9647003,WV,Taylor,540919647003,0,1231.2,7,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9648001,WV,Taylor,540919648001,0,3141.0,18,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9648002,WV,Taylor,540919648002,0,7377.0,36,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9648003,WV,Taylor,540919648003,0,2670.0,13,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9648004,WV,Taylor,540919648004,0,1996.8,22,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9648006,WV,Taylor,540919648006,0,1086.6,7,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-091-9649002,WV,Taylor,540919649002,0,1417.8,17,"Taylor, WV"
"Citynet West Virginia, LLC",9725672,WV-095-9619002,WV,Tyler,540959619002,0,15499.8,90,"Tyler, WV"
"Citynet West Virginia, LLC",9725672,WV-103-0305001,WV,Wetzel,541030305001,0,110457.0,224,"Wetzel, WV"
"Citynet West Virginia, LLC",9725672,WV-103-0305002,WV,Wetzel,541030305002,0,10386.6,26,"Wetzel, WV"
"CCO Holdings, LLC",14939466,KY-017-0303001,KY,Bourbon,210170303001,0,3332.4,7,"Bourbon, KY"
"CCO Holdings, LLC",14939466,KY-021-9302001,KY,Boyle,210219302001,0,32132.4,183,"Boyle, KY"
"CCO Holdings, LLC",14939466,KY-021-9305001,KY,Boyle,210219305001,0,6874.8,142,"Boyle, KY"
"CCO Holdings, LLC",14939466,KY-021-9306002,KY,Boyle,210219306002,0,90662.4,543,"Boyle, KY"
"CCO Holdings, LLC",14939466,KY-021-9306003,KY,Boyle,210219306003,0,22627.8,63,"Boyle, KY"
"CCO Holdings, LLC",14939466,KY-021-9307001,KY,Boyle,210219307001,0,77203.2,514,"Boyle, KY"
"CCO Holdings, LLC",14939466,KY-033-9202002,KY,Caldwell,210339202002,0,10170.6,48,"Caldwell, KY"
"CCO Holdings, LLC",14939466,KY-033-9202003,KY,Caldwell,210339202003,0,10764.6,33,"Caldwell, KY"
"CCO Holdings, LLC",14939466,KY-033-9203002,KY,Caldwell,210339203002,0,3130.8,7,"Caldwell, KY"
"CCO Holdings, LLC",14939466,KY-033-9203005,KY,Caldwell,210339203005,0,65359.2,223,"Caldwell, KY"
"CCO Holdings, LLC",14939466,KY-041-9501001,KY,Carroll,210419501001,0,21361.2,94,"Carroll, KY"
"CCO Holdings, LLC",14939466,KY-041-9501002,KY,Carroll,210419501002,0,48259.2,185,"Carroll, KY"
"CCO Holdings, LLC",14939466,KY-041-9501003,KY,Carroll,210419501003,0,910.8,2,"Carroll, KY"
"CCO Holdings, LLC",14939466,KY-041-9503001,KY,Carroll,210419503001,0,112947.6,210,"Carroll, KY"
"CCO Holdings, LLC",14939466,KY-041-9503002,KY,Carroll,210419503002,0,107487.0,358,"Carroll, KY"
"CCO Holdings, LLC",14939466,KY-049-0201053,KY,Clark,210490201053,0,618.6,9,"Clark, KY"
"CCO Holdings, LLC",14939466,KY-049-0201062,KY,Clark,210490201062,0,3297.0,48,"Clark, KY"
"CCO Holdings, LLC",14939466,KY-049-0201063,KY,Clark,210490201063,0,5079.0,57,"Clark, KY"
"CCO Holdings, LLC",14939466,KY-049-0204001,KY,Clark,210490204001,0,88210.2,515,"Clark, KY"
"CCO Holdings, LLC",14939466,KY-049-0205002,KY,Clark,210490205002,0,48094.2,351,"Clark, KY"
"CCO Holdings, LLC",14939466,KY-103-0901001,KY,Henry,211030901001,0,363.0,1,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-103-0901002,KY,Henry,211030901002,0,32536.2,95,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-103-0901003,KY,Henry,211030901003,0,56619.6,112,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-103-0902002,KY,Henry,211030902002,0,12095.4,23,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-103-0902003,KY,Henry,211030902003,0,1634.4,8,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-103-0904003,KY,Henry,211030904003,0,13485.6,43,"Henry, KY"
"CCO Holdings, LLC",14939466,KY-107-9709001,KY,Hopkins,211079709001,0,50536.8,216,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9710002,KY,Hopkins,211079710002,0,47915.4,244,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9711001,KY,Hopkins,211079711001,0,18554.4,50,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9713001,KY,Hopkins,211079713001,0,23280.0,89,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9713002,KY,Hopkins,211079713002,0,45664.8,143,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9713004,KY,Hopkins,211079713004,0,14497.8,58,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-107-9713005,KY,Hopkins,211079713005,0,18472.2,35,"Hopkins, KY"
"CCO Holdings, LLC",14939466,KY-137-9201012,KY,Lincoln,211379201012,0,15085.8,128,"Lincoln, KY"
"CCO Holdings, LLC",14939466,KY-137-9201031,KY,Lincoln,211379201031,0,40516.2,117,"Lincoln, KY"
"CCO Holdings, LLC",14939466,KY-137-9201032,KY,Lincoln,211379201032,0,5256.0,22,"Lincoln, KY"
"CCO Holdings, LLC",14939466,KY-137-9202004,KY,Lincoln,211379202004,0,20025.6,96,"Lincoln, KY"
"CCO Holdings, LLC",14939466,KY-137-9204002,KY,Lincoln,211379204002,0,54271.8,209,"Lincoln, KY"
"CCO Holdings, LLC",14939466,KY-143-9601005,KY,Lyon,211439601005,0,37318.2,336,"Lyon, KY"
"CCO Holdings, LLC",14939466,KY-149-9705001,KY,McLean,211499705001,0,59781.0,322,"McLean, KY"
"CCO Holdings, LLC",14939466,KY-151-0101011,KY,Madison,211510101011,0,69970.2,192,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0101023,KY,Madison,211510101023,0,4521.6,13,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0107011,KY,Madison,211510107011,0,5292.0,24,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0108001,KY,Madison,211510108001,0,85045.2,397,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0109021,KY,Madison,211510109021,0,2568.6,6,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0110002,KY,Madison,211510110002,0,10426.8,14,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-151-0110004,KY,Madison,211510110004,0,29856.0,229,"Madison, KY"
"CCO Holdings, LLC",14939466,KY-167-9601003,KY,Mercer,211679601003,0,2092.8,9,"Mercer, KY"
"CCO Holdings, LLC",14939466,KY-173-9202004,KY,Montgomery,211739202004,0,42170.4,153,"Montgomery, KY"
"CCO Holdings, LLC",14939466,KY-173-9203011,KY,Montgomery,211739203011,0,2878.2,58,"Montgomery, KY"
"CCO Holdings, LLC",14939466,KY-173-9204001,KY,Montgomery,211739204001,0,16130.4,133,"Montgomery, KY"
"CCO Holdings, LLC",14939466,KY-173-9204002,KY,Montgomery,211739204002,0,13674.6,119,"Montgomery, KY"
"CCO Holdings, LLC",14939466,KY-173-9204003,KY,Montgomery,211739204003,0,10580.4,36,"Montgomery, KY"
"CCO Holdings, LLC",14939466,KY-177-9602001,KY,Muhlenberg,211779602001,0,29731.2,188,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9602005,KY,Muhlenberg,211779602005,0,1823.4,3,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9603002,KY,Muhlenberg,211779603002,0,27471.6,194,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9603003,KY,Muhlenberg,211779603003,0,32129.4,141,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9604002,KY,Muhlenberg,211779604002,0,19539.6,47,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9604003,KY,Muhlenberg,211779604003,0,14331.0,91,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9604005,KY,Muhlenberg,211779604005,0,3104.4,31,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-177-9605001,KY,Muhlenberg,211779605001,0,12519.6,61,"Muhlenberg, KY"
"CCO Holdings, LLC",14939466,KY-179-9301001,KY,Nelson,211799301001,0,69226.2,433,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9301002,KY,Nelson,211799301002,0,29065.2,213,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9302002,KY,Nelson,211799302002,0,7811.4,89,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9302003,KY,Nelson,211799302003,0,10468.8,130,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9303011,KY,Nelson,211799303011,0,4606.8,72,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9303012,KY,Nelson,211799303012,0,1912.2,86,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9303022,KY,Nelson,211799303022,0,8256.6,72,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9303023,KY,Nelson,211799303023,0,10559.4,275,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9303032,KY,Nelson,211799303032,0,1348.2,44,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9304001,KY,Nelson,211799304001,0,6967.8,47,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9304002,KY,Nelson,211799304002,0,12071.4,114,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9305001,KY,Nelson,211799305001,0,42543.6,155,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-179-9305002,KY,Nelson,211799305002,0,3604.8,51,"Nelson, KY"
"CCO Holdings, LLC",14939466,KY-181-9601001,KY,Nicholas,211819601001,0,15107.4,82,"Nicholas, KY"
"CCO Holdings, LLC",14939466,KY-181-9602001,KY,Nicholas,211819602001,0,857.4,5,"Nicholas, KY"
"CCO Holdings, LLC",14939466,KY-183-9201003,KY,Ohio,211839201003,0,51822.6,83,"Ohio, KY"
"CCO Holdings, LLC",14939466,KY-185-0301002,KY,Oldham,211850301002,0,17652.0,163,"Oldham, KY"
"CCO Holdings, LLC",14939466,KY-187-9701001,KY,Owen,211879701001,0,25974.6,59,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9701002,KY,Owen,211879701002,0,6153.0,17,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9701003,KY,Owen,211879701003,0,14523.6,112,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9702001,KY,Owen,211879702001,0,13853.4,91,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9702002,KY,Owen,211879702002,0,4644.0,17,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9702003,KY,Owen,211879702003,0,56037.0,310,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9703001,KY,Owen,211879703001,0,5922.0,17,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-187-9703002,KY,Owen,211879703002,0,31914.6,84,"Owen, KY"
"CCO Holdings, LLC",14939466,KY-197-9702001,KY,Powell,211979702001,0,1951.2,40,"Powell, KY"
"CCO Holdings, LLC",14939466,KY-197-9702002,KY,Powell,211979702002,0,7003.2,114,"Powell, KY"
"CCO Holdings, LLC",14939466,KY-197-9702004,KY,Powell,211979702004,0,33666.0,534,"Powell, KY"
"CCO Holdings, LLC",14939466,KY-215-0802003,KY,Spencer,212150802003,0,1481.4,1,"Spencer, KY"
"CCO Holdings, LLC",14939466,KY-223-1001001,KY,Trimble,212231001001,0,39187.8,197,"Trimble, KY"
"CCO Holdings, LLC",14939466,KY-223-1001003,KY,Trimble,212231001003,0,23188.8,117,"Trimble, KY"
"CCO Holdings, LLC",14939466,KY-223-1002001,KY,Trimble,212231002001,0,45042.6,84,"Trimble, KY"
"CCO Holdings, LLC",14939466,KY-223-1002002,KY,Trimble,212231002002,0,83253.6,321,"Trimble, KY"
"CCO Holdings, LLC",14939466,KY-223-1002003,KY,Trimble,212231002003,0,16420.8,27,"Trimble, KY"
"CCO Holdings, LLC",14939466,KY-229-9302002,KY,Washington,212299302002,0,39643.2,268,"Washington, KY"
"CCO Holdings, LLC",14939466,KY-229-9302003,KY,Washington,212299302003,0,9933.6,123,"Washington, KY"
"CCO Holdings, LLC",14939466,KY-229-9302004,KY,Washington,212299302004,0,19173.6,78,"Washington, KY"
"GigaBeam Networks, LLC",18473223,WV-045-9561022,WV,Logan,540459561022,0,103.2,1,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-045-9564003,WV,Logan,540459564003,0,5166.0,4,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-045-9566003,WV,Logan,540459566003,0,1530.0,1,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-045-9566004,WV,Logan,540459566004,0,17901.0,12,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-045-9567001,WV,Logan,540459567001,0,281.4,10,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-045-9568002,WV,Logan,540459568002,0,315.6,1,"Logan, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9571003,WV,Mingo,540599571003,0,8136.0,8,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9573001,WV,Mingo,540599573001,0,1770.6,8,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9573002,WV,Mingo,540599573002,0,397.2,4,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9573003,WV,Mingo,540599573003,0,68.4,1,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9574002,WV,Mingo,540599574002,0,328.2,6,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9575001,WV,Mingo,540599575001,0,588.6,2,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9576001,WV,Mingo,540599576001,0,282.6,1,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9576002,WV,Mingo,540599576002,0,258.6,1,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9576003,WV,Mingo,540599576003,0,167.3,9,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9577002,WV,Mingo,540599577002,0,982.8,6,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9577003,WV,Mingo,540599577003,0,4155.6,14,"Mingo, WV"
"GigaBeam Networks, LLC",18473223,WV-059-9577004,WV,Mingo,540599577004,0,9393.6,22,"Mingo, WV"
LTD Broadband LLC,20926788,OH-001-7702003,OH,Adams,390017702003,0,1869.0,7,"Adams, OH"
LTD Broadband LLC,20926788,OH-001-7702004,OH,Adams,390017702004,0,430.2,2,"Adams, OH"
LTD Broadband LLC,20926788,OH-003-0102001,OH,Allen,390030102001,0,226.2,1,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0103001,OH,Allen,390030103001,0,120.6,3,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0106003,OH,Allen,390030106003,0,41.4,1,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0106004,OH,Allen,390030106004,0,425.4,1,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0108001,OH,Allen,390030108001,0,253.2,10,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0113002,OH,Allen,390030113002,0,86.4,1,"Allen, OH"
LTD Broadband LLC,20926788,OH-003-0121002,OH,Allen,390030121002,0,912.6,3,"Allen, OH"
LTD Broadband LLC,20926788,OH-007-0006031,OH,Ashtabula,390070006031,0,2118.6,2,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0008011,OH,Ashtabula,390070008011,0,196.2,1,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0010022,OH,Ashtabula,390070010022,0,949.2,6,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0011022,OH,Ashtabula,390070011022,0,1730.4,2,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0013011,OH,Ashtabula,390070013011,0,28491.6,132,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0013012,OH,Ashtabula,390070013012,0,6334.2,80,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0013013,OH,Ashtabula,390070013013,0,8092.2,73,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0013014,OH,Ashtabula,390070013014,0,45742.2,146,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0014004,OH,Ashtabula,390070014004,0,553.2,2,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-007-0014005,OH,Ashtabula,390070014005,0,2344.2,9,"Ashtabula, OH"
LTD Broadband LLC,20926788,OH-009-9732002,OH,Athens,390099732002,0,4163.4,20,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9733002,OH,Athens,390099733002,0,424.8,1,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9734001,OH,Athens,390099734001,0,451.2,7,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9736003,OH,Athens,390099736003,0,2094.0,40,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9737001,OH,Athens,390099737001,0,1338.6,4,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9737003,OH,Athens,390099737003,0,4899.6,18,"Athens, OH"
LTD Broadband LLC,20926788,OH-009-9738003,OH,Athens,390099738003,0,60.0,1,"Athens, OH"
LTD Broadband LLC,20926788,OH-011-0401003,OH,Auglaize,390110401003,0,113.4,1,"Auglaize, OH"
LTD Broadband LLC,20926788,OH-011-0405002,OH,Auglaize,390110405002,0,1738.8,5,"Auglaize, OH"
LTD Broadband LLC,20926788,OH-011-0405004,OH,Auglaize,390110405004,0,58.2,1,"Auglaize, OH"
LTD Broadband LLC,20926788,OH-013-0101002,OH,Belmont,390130101002,0,6757.8,18,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0101003,OH,Belmont,390130101003,0,1657.2,15,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0101004,OH,Belmont,390130101004,0,709.8,3,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0102002,OH,Belmont,390130102002,0,1756.2,17,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0102004,OH,Belmont,390130102004,0,312.0,2,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0109002,OH,Belmont,390130109002,0,273.0,7,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0109003,OH,Belmont,390130109003,0,93.0,3,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0109004,OH,Belmont,390130109004,0,510.6,11,"Belmont, OH"
LTD Broadband LLC,20926788,OH-013-0113002,OH,Belmont,390130113002,0,13.2,1,"Belmont, OH"
